Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
19438,24283.0,40.3,90449.0,40360.0,585.0,2.409092780957872
19440,18191.0,42.1,74223.0,34067.0,861.0,4.733109779561322
19442,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
19444,10584.0,43.1,115993.0,56982.0,350.0,3.306878306878307
19446,55090.0,42.1,76263.0,39942.0,2585.0,4.692321655472862
19453,1348.0,47.4,50000.0,32745.0,109.0,8.086053412462908
19454,27927.0,40.4,87658.0,41541.0,975.0,3.4912450316897625
19456,774.0,31.8,118689.0,33766.0,0.0,0.0
19457,193.0,51.3,68929.0,30216.0,0.0,0.0
19460,40163.0,38.9,79227.0,42414.0,2226.0,5.542414660259443
19462,14845.0,42.4,86552.0,40209.0,593.0,3.994610980127989
19464,45593.0,38.6,55900.0,28301.0,6189.0,13.57445221854232
19465,17053.0,43.2,81998.0,37752.0,747.0,4.3804609159678645
19468,25668.0,40.7,71923.0,35389.0,1148.0,4.472494935328035
19472,34.0,-666666666.0,-666666666.0,,0.0,0.0
19473,15891.0,39.6,89224.0,36680.0,794.0,4.996538921402052
19474,519.0,54.2,106607.0,53276.0,0.0,0.0
19475,11550.0,42.9,61117.0,35537.0,527.0,4.562770562770563
19477,152.0,42.7,-666666666.0,34505.0,0.0,0.0
19492,391.0,65.9,63269.0,29597.0,0.0,0.0
19501,898.0,38.4,44886.0,25581.0,67.0,7.461024498886414
19503,1380.0,35.5,56505.0,22022.0,247.0,17.89855072463768
19504,5377.0,41.7,76698.0,33415.0,357.0,6.6393899944206805
19505,2944.0,47.5,60511.0,28656.0,163.0,5.536684782608695
19506,7167.0,43.2,65797.0,27802.0,533.0,7.436863401702246
19507,3483.0,40.9,57067.0,24278.0,200.0,5.7421762848119435
19508,15646.0,43.5,74730.0,35038.0,932.0,5.956794068771571
19510,7466.0,38.6,77520.0,30379.0,341.0,4.567372086793464
19511,218.0,68.3,70898.0,32402.0,0.0,0.0
19512,17055.0,44.9,57335.0,28671.0,967.0,5.669891527411316
19518,14789.0,39.9,76946.0,32060.0,613.0,4.144972614781256
19519,95.0,45.4,-666666666.0,15343.0,56.0,58.94736842105263
19520,5639.0,47.3,68688.0,37560.0,219.0,3.8836673169001594
19522,15082.0,44.0,67914.0,30166.0,840.0,5.569553109667153
19523,316.0,28.9,66528.0,24957.0,0.0,0.0
19525,14562.0,40.5,89503.0,33849.0,423.0,2.904820766378245
19526,11487.0,44.4,56426.0,27261.0,1038.0,9.036301906503004
19529,3233.0,45.1,58710.0,32194.0,326.0,10.083513764305598
19530,15941.0,24.4,57153.0,22125.0,1896.0,11.893858603600778
19533,8077.0,40.6,60870.0,23810.0,290.0,3.5904419957905165
19534,2026.0,41.0,64479.0,31339.0,209.0,10.31589338598223
19535,48.0,58.5,-666666666.0,89125.0,0.0,0.0
19536,437.0,45.5,44464.0,27310.0,43.0,9.839816933638444
19538,46.0,65.1,-666666666.0,53348.0,0.0,0.0
19539,4783.0,43.6,72788.0,29886.0,294.0,6.146769809742839
19540,11689.0,42.9,68306.0,34255.0,532.0,4.551287535289588
19541,3971.0,42.2,74000.0,29330.0,184.0,4.633593553261143
19542,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
19543,6029.0,35.5,76124.0,31348.0,381.0,6.319455962846243
19544,152.0,46.7,58125.0,25689.0,0.0,0.0
19545,498.0,41.7,57765.0,33526.0,0.0,0.0
19547,4250.0,43.6,72292.0,30675.0,165.0,3.8823529411764706
19549,268.0,38.2,48472.0,20794.0,25.0,9.328358208955224
19550,591.0,33.9,39318.0,14556.0,253.0,42.8087986463621
19551,5021.0,46.2,62685.0,27996.0,285.0,5.676160127464648
19554,345.0,48.0,57188.0,31415.0,32.0,9.27536231884058
19555,3458.0,45.1,53958.0,27142.0,317.0,9.16714864083285
19559,273.0,39.9,64375.0,39948.0,36.0,13.186813186813186
19560,7776.0,40.7,64183.0,28967.0,435.0,5.594135802469136
19562,2609.0,44.9,59542.0,28118.0,124.0,4.752778842468379
19564,54.0,61.3,38542.0,27159.0,0.0,0.0
19565,8774.0,45.3,56201.0,27088.0,820.0,9.345794392523365
19567,5248.0,41.4,58101.0,26669.0,449.0,8.555640243902438
19601,33574.0,30.3,23935.0,12862.0,13475.0,40.135223684994344
19602,17433.0,30.2,21795.0,12447.0,7594.0,43.56106235300866
19604,26983.0,28.3,35337.0,13894.0,8749.0,32.42411888967128
19605,19205.0,44.6,58033.0,28147.0,1983.0,10.325436084353033
19606,34724.0,39.6,64047.0,29429.0,3235.0,9.316323004262182
19607,22062.0,41.8,53919.0,29906.0,1603.0,7.265887045598767
19608,22354.0,41.3,77551.0,34872.0,1296.0,5.797620112731503
19609,9530.0,41.0,55231.0,28866.0,720.0,7.555089192025184
19610,15757.0,46.2,69179.0,44948.0,645.0,4.093418797994542
19611,10845.0,32.2,40317.0,18047.0,2795.0,25.772245274319964
19701,41159.0,35.9,83056.0,32424.0,2363.0,5.741150173716562
19702,52830.0,33.3,67510.0,29998.0,5412.0,10.244179443498012
19703,14806.0,36.4,51739.0,25256.0,1670.0,11.27921113062272
19706,2204.0,42.2,71691.0,25530.0,276.0,12.522686025408348
19707,15675.0,46.1,113206.0,55653.0,707.0,4.5103668261563
19709,37173.0,36.7,94886.0,35266.0,1891.0,5.0870255292820055
19710,18.0,-666666666.0,-666666666.0,,0.0,0.0
19711,50844.0,35.1,72209.0,36700.0,7091.0,13.946581700888993
19713,30969.0,36.1,57044.0,28559.0,2486.0,8.027382220930608
19716,1330.0,19.9,-666666666.0,3408.0,0.0,0.0
19717,3951.0,19.1,2499.0,2607.0,111.0,2.809415337889142
19720,59808.0,36.3,54233.0,23410.0,7372.0,12.326110219368646
19730,484.0,55.8,64149.0,34373.0,34.0,7.024793388429752
19731,141.0,49.5,41786.0,34440.0,0.0,0.0
19732,82.0,57.3,-666666666.0,41126.0,0.0,0.0
19733,253.0,37.0,52188.0,21957.0,0.0,0.0
19734,10955.0,38.0,85283.0,30784.0,330.0,3.012323140118667
19735,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
19736,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
19801,15656.0,32.0,27394.0,18082.0,4843.0,30.93382728666326
19802,25396.0,35.6,40394.0,20879.0,5511.0,21.700267758702157
19803,21373.0,46.8,97944.0,52285.0,541.0,2.531230992373555
19804,18027.0,39.8,53809.0,25509.0,2413.0,13.385477339546236
19805,40586.0,32.5,41980.0,21297.0,8142.0,20.06110481446804
19806,9864.0,45.0,65051.0,58977.0,843.0,8.546228710462287
19807,7236.0,48.6,172865.0,106151.0,283.0,3.9110005527915974
19808,37286.0,43.6,70567.0,35512.0,2436.0,6.533283269860001
19809,14405.0,39.4,60726.0,33961.0,1028.0,7.136410968413745
19810,25460.0,45.0,87325.0,40585.0,568.0,2.2309505106048704
19901,36636.0,31.2,47232.0,21820.0,5690.0,15.531171525275685
19902,180.0,20.9,-666666666.0,19047.0,0.0,0.0
19904,32516.0,36.9,54368.0,24643.0,4713.0,14.49440275556649
19930,2185.0,63.6,62438.0,44891.0,76.0,3.4782608695652173
19931,211.0,54.8,50250.0,32695.0,29.0,13.744075829383887
19933,8384.0,40.5,49935.0,21841.0,1601.0,19.095896946564885
19934,13255.0,39.5,64980.0,30062.0,1032.0,7.785741229724632
19936,306.0,29.3,51250.0,17116.0,113.0,36.928104575163395
19938,8762.0,39.1,68737.0,24828.0,468.0,5.341246290801187
19939,6651.0,48.0,56289.0,26850.0,753.0,11.321605773567885
19940,5642.0,37.8,57594.0,21790.0,660.0,11.697979439914924
19941,3270.0,30.1,46582.0,16473.0,989.0,30.244648318042813
19943,12473.0,38.3,60628.0,24124.0,1424.0,11.41665998556883
19944,551.0,63.7,62000.0,56948.0,13.0,2.3593466424682394
19945,8758.0,44.4,43677.0,25457.0,1491.0,17.024434802466317
19946,4445.0,38.8,58125.0,26542.0,659.0,14.825646794150732
19947,18710.0,36.7,50329.0,19682.0,2903.0,15.515766969535008
19950,7400.0,43.0,57857.0,23698.0,737.0,9.95945945945946
19951,1879.0,49.3,83088.0,37119.0,83.0,4.417243214475785
19952,9940.0,39.5,47951.0,22968.0,1114.0,11.207243460764587
19953,4218.0,43.4,56205.0,24290.0,612.0,14.509246088193457
19954,1388.0,39.8,57292.0,23522.0,253.0,18.227665706051873
19955,78.0,41.2,60000.0,20758.0,0.0,0.0
19956,14994.0,38.3,46892.0,21867.0,1985.0,13.238628784847272
19958,20339.0,56.6,54938.0,36049.0,1521.0,7.478243768130193
19960,7510.0,35.1,50922.0,19733.0,962.0,12.80958721704394
19962,9943.0,35.2,67367.0,27668.0,1459.0,14.673639746555365
19963,19147.0,45.3,52766.0,25914.0,2795.0,14.597587089361257
19964,1263.0,46.4,66042.0,26773.0,120.0,9.501187648456057
19966,27050.0,46.7,51581.0,24824.0,3206.0,11.852125693160813
19967,432.0,58.5,55147.0,41503.0,37.0,8.564814814814815
19968,8936.0,45.4,61250.0,30411.0,1165.0,13.03715308863026
19970,6226.0,57.6,62992.0,35694.0,500.0,8.030838419531
19971,11576.0,57.0,61069.0,42472.0,1348.0,11.644782308223911
19973,21788.0,43.5,45600.0,23063.0,4082.0,18.73508353221957
19975,8345.0,49.2,53023.0,27020.0,879.0,10.533253445176753
19977,24446.0,37.7,59519.0,25423.0,1733.0,7.089094330360795
19979,642.0,32.5,51700.0,19224.0,77.0,11.993769470404985
20001,40811.0,30.7,78848.0,43055.0,6923.0,16.963563745068733
20002,56331.0,34.5,65000.0,39506.0,10619.0,18.85107667181481
20003,27383.0,34.7,107966.0,59373.0,3078.0,11.240550706642807
20004,1531.0,39.7,126765.0,136144.0,55.0,3.5924232527759634
20005,11858.0,33.4,81864.0,78332.0,1215.0,10.246247259234272
20006,3049.0,20.2,30208.0,10973.0,549.0,18.005903574942604
20007,25590.0,34.0,107511.0,82437.0,2524.0,9.863227823368502
20008,27590.0,35.9,100953.0,86104.0,2211.0,8.013773106197897
20009,49979.0,32.9,88684.0,63014.0,5248.0,10.500410172272355
20010,32084.0,32.0,65287.0,38365.0,4024.0,12.542077047749657
20011,62569.0,36.9,54488.0,31521.0,9559.0,15.277533602902396
20012,14441.0,45.2,78356.0,46709.0,1651.0,11.432726265494079
20015,15614.0,43.9,159016.0,83738.0,967.0,6.193159984629179
20016,34144.0,37.8,118141.0,75650.0,3111.0,9.111410496719776
20017,19195.0,37.3,56980.0,29998.0,3414.0,17.78588174003647
20018,18296.0,39.8,52317.0,29519.0,3605.0,19.70376038478356
20019,52572.0,35.3,34832.0,20504.0,15472.0,29.430114890055542
20020,51176.0,32.1,34685.0,20445.0,16917.0,33.05651086446772
20024,11678.0,39.9,72870.0,54079.0,1687.0,14.445966775132728
20032,36772.0,28.3,31184.0,17212.0,13548.0,36.84325029914065
20036,5207.0,31.0,78935.0,72645.0,552.0,10.6011138851546
20037,14502.0,27.5,76948.0,65111.0,1992.0,13.736036408771204
20045,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20052,503.0,19.7,-666666666.0,5746.0,160.0,31.809145129224653
20053,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20057,3886.0,19.6,-666666666.0,1663.0,43.0,1.1065362840967576
20064,1723.0,19.7,-666666666.0,3875.0,17.0,0.9866511897852582
20105,12468.0,32.6,127464.0,46006.0,155.0,1.2431825473211422
20106,5439.0,42.0,80031.0,34301.0,160.0,2.9417172274315133
20109,36470.0,30.6,65017.0,27944.0,3664.0,10.046613655058952
20110,45480.0,33.1,75584.0,29563.0,5076.0,11.160949868073878
20111,31845.0,33.4,85829.0,31078.0,2414.0,7.580467891348721
20112,26017.0,40.2,139902.0,47156.0,1064.0,4.089633701041627
20115,6006.0,44.6,70845.0,45510.0,314.0,5.228105228105228
20117,2428.0,47.0,103214.0,58414.0,112.0,4.612850082372323
20118,8.0,56.0,-666666666.0,25663.0,0.0,0.0
20119,4197.0,43.1,111339.0,42333.0,121.0,2.8830116750059567
20120,41732.0,35.5,111272.0,47233.0,2261.0,5.417904725390588
20121,28902.0,31.8,92115.0,38493.0,1583.0,5.477129610407585
20124,16278.0,39.1,167400.0,58001.0,482.0,2.9610517262562968
20129,712.0,42.5,180481.0,66474.0,61.0,8.567415730337078
20130,247.0,57.5,51458.0,42144.0,38.0,15.384615384615385
20132,17262.0,37.4,129180.0,44582.0,704.0,4.078322326497509
20135,2898.0,42.9,90083.0,47781.0,113.0,3.899240855762595
20136,30283.0,32.3,128444.0,39742.0,518.0,1.7105306607667667
20137,1422.0,45.5,108333.0,47312.0,20.0,1.4064697609001406
20139,181.0,50.8,144464.0,47298.0,0.0,0.0
20141,6588.0,38.4,124180.0,44305.0,190.0,2.8840315725561627
20143,1081.0,42.8,139938.0,51051.0,26.0,2.4051803885291396
20144,1289.0,47.0,115667.0,52703.0,0.0,0.0
20147,57758.0,34.4,122115.0,47367.0,1784.0,3.0887496104435748
20148,31453.0,32.3,161433.0,52835.0,366.0,1.163640988141036
20151,21744.0,34.2,122054.0,44788.0,1913.0,8.797829286239882
20152,26591.0,33.7,144250.0,47880.0,833.0,3.1326388627731188
20155,31724.0,35.8,127974.0,46480.0,944.0,2.9756651115874417
20158,4149.0,43.5,120991.0,47915.0,237.0,5.712219812002893
20164,36808.0,32.9,87288.0,32893.0,2668.0,7.24842425559661
20165,33306.0,37.5,129827.0,53220.0,542.0,1.6273344142196602
20166,9857.0,33.7,106797.0,43608.0,641.0,6.502992796997058
20169,20792.0,38.1,139508.0,50601.0,425.0,2.0440554059253557
20170,41673.0,35.3,104371.0,42213.0,2771.0,6.6493892928274905
20171,47565.0,34.1,141433.0,56548.0,1459.0,3.0673814779775044
20175,29156.0,36.0,112815.0,47154.0,1023.0,3.508711757442722
20176,47889.0,35.5,113668.0,45608.0,2266.0,4.731775564325837
20180,5990.0,41.6,123594.0,52738.0,170.0,2.8380634390651087
20181,7891.0,41.3,108438.0,41387.0,491.0,6.222278545178051
20184,888.0,48.1,174526.0,70546.0,0.0,0.0
20186,14892.0,42.4,78161.0,38522.0,1262.0,8.474348643567016
20187,15860.0,40.8,116206.0,44989.0,624.0,3.9344262295081966
20190,18127.0,37.8,94806.0,57093.0,1766.0,9.742373255364924
20191,28968.0,39.1,108013.0,50231.0,2485.0,8.57843137254902
20194,13501.0,39.0,131926.0,74887.0,482.0,3.570105918080142
20197,1482.0,43.1,136677.0,61140.0,37.0,2.496626180836707
20198,2248.0,45.9,61837.0,40392.0,308.0,13.701067615658364
20202,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20204,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20228,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20230,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20240,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20245,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20260,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20307,127.0,30.3,-666666666.0,40008.0,0.0,0.0
20317,355.0,84.7,21591.0,34528.0,59.0,16.619718309859156
20319,104.0,20.7,-666666666.0,20768.0,0.0,0.0
20373,68.0,21.8,-666666666.0,23674.0,0.0,0.0
20390,233.0,21.0,-666666666.0,21370.0,0.0,0.0
20405,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20418,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20427,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20506,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20510,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20520,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20535,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20540,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20551,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20553,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20560,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20565,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20566,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20593,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
20601,24814.0,36.4,93020.0,37051.0,1178.0,4.747320061255743
20602,25835.0,32.3,79611.0,31417.0,3175.0,12.28952970776079
20603,30964.0,34.9,102605.0,40302.0,1787.0,5.771218188864488
20606,360.0,57.5,58472.0,27776.0,14.0,3.888888888888889
20607,9923.0,41.4,123851.0,44726.0,161.0,1.622493197621687
20608,781.0,46.6,63274.0,30667.0,44.0,5.633802816901408
20609,1081.0,42.3,53203.0,28804.0,99.0,9.158186864014802
20611,972.0,51.2,64773.0,36372.0,34.0,3.4979423868312756
20612,279.0,58.0,42143.0,26609.0,0.0,0.0
20613,14440.0,39.3,106571.0,37984.0,478.0,3.3102493074792245
20615,424.0,43.4,114375.0,43920.0,22.0,5.188679245283019
20616,6684.0,35.8,91645.0,31021.0,357.0,5.341113105924596
20617,1007.0,41.1,96042.0,33581.0,200.0,19.860973187686195
20618,689.0,42.3,85875.0,48785.0,56.0,8.127721335268506
20619,10529.0,32.3,97114.0,41207.0,447.0,4.245417418558268
20620,1359.0,37.9,74801.0,38268.0,156.0,11.479028697571744
20621,1405.0,47.1,61731.0,32782.0,125.0,8.896797153024911
20622,5087.0,39.9,98750.0,36059.0,85.0,1.6709258895223118
20623,2878.0,38.4,139960.0,45227.0,48.0,1.6678248783877694
20624,1213.0,45.4,68750.0,34302.0,92.0,7.5845012366034625
20625,628.0,47.3,62440.0,31235.0,109.0,17.356687898089174
20626,256.0,51.1,122969.0,74845.0,21.0,8.203125
20628,316.0,40.5,82159.0,33234.0,21.0,6.6455696202531644
20629,219.0,57.8,143523.0,89219.0,0.0,0.0
20630,334.0,34.8,118646.0,37420.0,0.0,0.0
20632,280.0,44.8,50987.0,27092.0,11.0,3.9285714285714284
20634,6562.0,31.9,79944.0,35961.0,610.0,9.295946357817739
20636,10349.0,41.6,102500.0,41822.0,209.0,2.0195187940863852
20637,4675.0,47.0,128750.0,46709.0,163.0,3.486631016042781
20639,14422.0,42.3,123906.0,41365.0,377.0,2.614061849951463
20640,10614.0,36.7,68431.0,29577.0,720.0,6.783493499152064
20645,926.0,42.4,96000.0,41410.0,25.0,2.699784017278618
20646,19060.0,42.2,104971.0,42591.0,1239.0,6.500524658971669
20650,13467.0,42.2,99936.0,42863.0,732.0,5.4355090220539095
20653,25587.0,29.9,73958.0,31250.0,3382.0,13.217649587681244
20657,20181.0,34.8,90399.0,33666.0,952.0,4.717308359347902
20658,1014.0,40.8,82000.0,43589.0,80.0,7.889546351084813
20659,23872.0,35.6,89831.0,32535.0,1054.0,4.415214477211796
20660,2.0,-666666666.0,-666666666.0,,2.0,100.0
20662,2557.0,45.1,85069.0,32845.0,302.0,11.81071568244036
20664,2836.0,39.9,64276.0,34595.0,282.0,9.94358251057828
20667,509.0,48.0,70699.0,35068.0,14.0,2.75049115913556
20670,1331.0,22.5,60104.0,21481.0,65.0,4.883546205860255
20674,829.0,57.0,91667.0,55582.0,70.0,8.443908323281061
20675,1312.0,51.9,89934.0,42305.0,166.0,12.652439024390244
20676,3503.0,40.2,91987.0,33977.0,217.0,6.1946902654867255
20677,2477.0,44.4,130857.0,48230.0,82.0,3.310456197012515
20678,11877.0,40.1,80087.0,33081.0,913.0,7.687126378715163
20680,1270.0,52.2,76952.0,36570.0,122.0,9.606299212598426
20684,857.0,40.9,89063.0,36697.0,56.0,6.534422403733956
20685,6614.0,43.8,109750.0,42903.0,236.0,3.568188690656184
20686,933.0,19.8,-666666666.0,19442.0,0.0,0.0
20687,379.0,59.6,60511.0,32155.0,0.0,0.0
20688,1633.0,68.3,61458.0,45030.0,104.0,6.368646662584201
20689,1562.0,41.6,127375.0,41892.0,30.0,1.9206145966709347
20690,457.0,54.5,95192.0,55331.0,25.0,5.470459518599562
20692,1475.0,43.6,74919.0,39834.0,117.0,7.932203389830509
20693,1008.0,48.8,110924.0,42831.0,13.0,1.2896825396825398
20695,5537.0,42.0,100758.0,43311.0,192.0,3.4675817229546686
20701,108.0,37.8,-666666666.0,1526.0,0.0,0.0
20705,25487.0,37.1,76486.0,32090.0,2296.0,9.008514144465806
20706,38161.0,35.0,69879.0,26773.0,3780.0,9.90540080186578
20707,31938.0,36.2,76549.0,35628.0,2575.0,8.062496086166949
20708,25287.0,32.6,60754.0,31955.0,1903.0,7.525606042630601
20710,9396.0,32.3,42962.0,23151.0,1704.0,18.13537675606641
20711,6592.0,40.6,69338.0,36101.0,479.0,7.266383495145631
20712,8954.0,33.5,44104.0,25696.0,1568.0,17.511726602635694
20714,4398.0,37.0,68171.0,36201.0,434.0,9.8681218735789
20715,27772.0,38.1,107361.0,38596.0,723.0,2.6033414950309663
20716,20779.0,37.9,96409.0,41746.0,766.0,3.6864141681505367
20720,21755.0,38.7,130890.0,47374.0,688.0,3.162491381291657
20721,26412.0,42.4,119851.0,49989.0,1030.0,3.89974254126912
20722,5408.0,35.1,56133.0,22339.0,794.0,14.681952662721894
20723,29882.0,35.2,108318.0,43735.0,1078.0,3.6075229234990966
20724,16024.0,36.4,89215.0,42927.0,771.0,4.811532700948577
20732,10071.0,35.8,97649.0,39399.0,665.0,6.603117863171483
20733,2873.0,40.6,96311.0,37522.0,90.0,3.132613992342499
20735,36505.0,41.9,100651.0,38883.0,1743.0,4.774688398849473
20736,9556.0,43.7,114539.0,40050.0,152.0,1.590623691921306
20737,20427.0,30.2,59427.0,23375.0,3150.0,15.420766632398296
20740,28459.0,25.4,61952.0,25854.0,6830.0,23.99943778769458
20742,8583.0,19.3,-666666666.0,2394.0,0.0,0.0
20743,37626.0,36.2,57973.0,26209.0,4829.0,12.834210386434911
20744,50632.0,42.6,90248.0,40558.0,2933.0,5.792779270026861
20745,29710.0,35.7,60629.0,26851.0,3025.0,10.18175698418041
20746,28624.0,34.2,62449.0,28640.0,2916.0,10.187255449972051
20747,38415.0,35.6,61188.0,28509.0,3587.0,9.337498373031368
20748,38371.0,38.2,62112.0,31164.0,3390.0,8.834797112402596
20751,2273.0,48.1,98241.0,52561.0,210.0,9.238891333040035
20754,6911.0,43.8,109211.0,43291.0,247.0,3.5740124439299668
20755,10369.0,22.8,58643.0,20078.0,466.0,4.494165300414697
20758,559.0,51.6,85179.0,39146.0,35.0,6.261180679785331
20759,3174.0,40.3,137216.0,53149.0,129.0,4.064272211720227
20762,3632.0,25.1,51631.0,21961.0,297.0,8.177312775330396
20763,1708.0,37.6,67330.0,35729.0,64.0,3.747072599531616
20764,4643.0,38.8,96479.0,42709.0,216.0,4.652164548783114
20765,465.0,52.6,84573.0,80643.0,11.0,2.3655913978494625
20769,5962.0,42.0,118990.0,44168.0,450.0,7.54780275075478
20770,24873.0,33.8,59857.0,31392.0,2607.0,10.481244723193825
20772,43749.0,39.2,99183.0,41455.0,1598.0,3.6526549178266934
20774,42874.0,40.1,91855.0,40263.0,2218.0,5.173298502588982
20776,3672.0,47.8,94741.0,40360.0,139.0,3.7854030501089326
20777,3230.0,46.9,180583.0,61299.0,141.0,4.365325077399381
20778,2085.0,44.8,103550.0,52216.0,105.0,5.0359712230215825
20779,1375.0,49.6,111500.0,52065.0,98.0,7.127272727272727
20781,11665.0,32.3,66210.0,28140.0,1146.0,9.82426060865838
20782,33840.0,32.7,59574.0,28230.0,4532.0,13.39243498817967
20783,47331.0,31.6,57787.0,21269.0,8107.0,17.128309141999956
20784,29484.0,33.4,56678.0,24472.0,2834.0,9.611992945326278
20785,36357.0,34.1,60324.0,28077.0,4299.0,11.824407954451688
20794,14579.0,38.2,77313.0,22284.0,502.0,3.4433088689210507
20812,251.0,44.1,128750.0,65597.0,6.0,2.3904382470119523
20814,27804.0,39.6,114577.0,75735.0,1297.0,4.664796432168034
20815,30774.0,44.5,131994.0,96215.0,1401.0,4.552544355624878
20816,16037.0,44.6,168693.0,97304.0,414.0,2.5815302113861693
20817,36370.0,44.5,170293.0,83448.0,1045.0,2.873247181743195
20818,1967.0,50.0,192891.0,79976.0,38.0,1.9318759532282663
20832,25454.0,41.1,119743.0,46363.0,738.0,2.899347843168068
20833,7186.0,45.8,137411.0,60398.0,43.0,0.5983857500695797
20837,5888.0,43.4,122663.0,45364.0,134.0,2.275815217391304
20838,250.0,44.7,132344.0,52448.0,2.0,0.8
20839,133.0,40.0,54917.0,50871.0,13.0,9.774436090225564
20841,10796.0,36.8,149022.0,41846.0,137.0,1.2689885142645425
20842,1597.0,47.3,78608.0,40728.0,89.0,5.572949279899812
20850,46629.0,40.4,107459.0,54267.0,2856.0,6.124943704561539
20851,13641.0,35.3,82201.0,35084.0,1141.0,8.364489406934975
20852,42364.0,38.8,97600.0,57613.0,1965.0,4.638372202813709
20853,29714.0,42.5,100435.0,41023.0,1591.0,5.354378407484687
20854,49759.0,46.9,192648.0,86809.0,1480.0,2.9743363009706787
20855,14176.0,43.1,120603.0,51908.0,802.0,5.65744920993228
20860,2513.0,45.1,109922.0,59149.0,308.0,12.256267409470752
20861,1705.0,49.1,161369.0,73925.0,47.0,2.7565982404692084
20862,161.0,62.0,148875.0,80660.0,0.0,0.0
20866,12627.0,37.1,93828.0,39412.0,546.0,4.324067474459492
20868,1170.0,27.6,130347.0,40269.0,0.0,0.0
20871,14393.0,34.7,126685.0,44442.0,297.0,2.063503091780727
20872,12942.0,38.4,103125.0,38991.0,969.0,7.487250811312007
20874,58537.0,34.2,84560.0,37266.0,3831.0,6.544578642567949
20876,26037.0,33.9,90702.0,36242.0,2084.0,8.003994315781387
20877,34886.0,34.3,64976.0,29510.0,5076.0,14.550249383706932
20878,63474.0,37.6,116347.0,52034.0,3015.0,4.749976368276775
20879,25269.0,35.2,89182.0,34084.0,1173.0,4.642051525584709
20880,516.0,50.8,116429.0,52742.0,7.0,1.3565891472868217
20882,14157.0,44.2,141648.0,51302.0,409.0,2.8890301617574345
20886,34023.0,34.0,77136.0,35177.0,2723.0,8.003409458307615
20895,19005.0,42.3,122896.0,55151.0,805.0,4.23572744014733
20896,936.0,44.7,128750.0,60581.0,60.0,6.410256410256411
20899,115.0,61.6,19375.0,19452.0,41.0,35.65217391304348
20901,35837.0,36.4,93023.0,39892.0,2689.0,7.503418254876245
20902,49074.0,34.5,76646.0,33510.0,4812.0,9.805599706565594
20903,25119.0,30.9,56903.0,24071.0,4250.0,16.9194633544329
20904,55688.0,37.3,70628.0,34193.0,5019.0,9.0127136905617
20905,19071.0,43.2,116806.0,42974.0,746.0,3.9116983902259976
20906,67387.0,39.8,72354.0,33506.0,7177.0,10.650422188255895
20910,39252.0,35.1,78738.0,48649.0,3474.0,8.85050443289514
20912,24264.0,36.5,62204.0,36478.0,2500.0,10.303330036267722
21001,21813.0,39.2,58060.0,28468.0,3196.0,14.651813138953836
21005,2198.0,22.6,75078.0,27655.0,133.0,6.050955414012739
21009,29509.0,35.1,85510.0,36180.0,1441.0,4.883255955810092
21010,125.0,33.4,90000.0,35611.0,0.0,0.0
21012,20781.0,40.7,101367.0,43166.0,795.0,3.82560993214956
21013,5150.0,42.4,104089.0,37220.0,223.0,4.330097087378641
21014,35192.0,41.9,88054.0,39108.0,1939.0,5.509774948852012
21015,28447.0,40.5,101027.0,41912.0,1191.0,4.186733223186979
21017,7575.0,31.4,74381.0,33678.0,509.0,6.7194719471947195
21028,3638.0,43.0,95000.0,37120.0,164.0,4.507971412864211
21029,12107.0,42.6,183966.0,60719.0,278.0,2.2961922854546954
21030,24585.0,38.6,75047.0,43576.0,1774.0,7.215781980882652
21031,32.0,-666666666.0,-666666666.0,,32.0,100.0
21032,8743.0,44.1,116847.0,55891.0,288.0,3.2940638224865606
21034,3314.0,45.7,60871.0,28061.0,227.0,6.849728424864212
